Customer_Number,Monetary,Frequency,Last.Purchase,average.number.of.cds,recency,purchase.amount.time2,retained
21911,49.68,1,3/18/97,4,196,55.46,1
21912,29.92,1,3/18/97,2,196,25.37,1
21913,35.99,3,7/12/97,2.666666667,80,NA,0
21914,53.74,1,3/18/97,2,196,NA,0
21915,72.235,2,5/29/97,5,124,NA,0
21916,15.36,1,3/18/97,1,196,NA,0
21917,10.77,1,3/18/97,1,196,NA,0
21918,11.77,1,3/18/97,1,196,NA,0
21919,15.99,1,3/18/97,1,196,NA,0
21920,116.66,1,3/18/97,8,196,45.95,1
21921,28.295,2,6/5/97,1,117,20.99,1
21922,47.95454545,11,9/24/97,2.727272727,6,64.35142857,1
21923,25.355,2,4/2/97,2,181,11.49,1
21924,13.97,1,3/18/97,1,196,NA,0
21925,16.755,2,4/25/97,1.5,158,NA,0
21926,12.9,1,3/18/97,1,196,NA,0
21927,29.46,3,5/9/97,2.333333333,144,19.29166667,1
21928,13.97,1,3/18/97,1,196,NA,0
21929,49.99,1,3/18/97,1,196,NA,0
21930,36.31,1,3/18/97,3,196,NA,0
21931,12.97,1,3/18/97,1,196,NA,0
21932,23.74,1,3/18/97,2,196,NA,0
21933,25.94727273,11,9/14/97,1.818181818,16,NA,0
21934,64.822,5,9/29/97,4.2,1,59.14857143,1
21935,21.06,2,6/9/97,2.5,113,40.975,1
21936,10.99,1,3/18/97,1,196,NA,0
21937,35.77,1,3/18/97,1,196,NA,0
21938,30.92,1,3/18/97,2,196,NA,0
21939,11.8675,4,5/13/97,1,140,13.99,1
21940,11.77,1,3/18/97,1,196,NA,0
21941,29.73,1,3/18/97,2,196,NA,0
21942,21.54,1,3/18/97,2,196,NA,0
21943,15.36,1,3/18/97,1,196,NA,0
21944,17.36,1,3/18/97,1,196,16.74,1
21945,37.74,1,3/19/97,2,195,NA,0
21946,31.445,2,4/14/97,2.5,169,NA,0
21947,32.72,1,3/19/97,2,195,NA,0
21948,38.51,1,3/19/97,3,195,NA,0
21949,11.97,1,3/19/97,1,195,NA,0
21950,108.9409091,11,9/21/97,7.454545455,9,111.528125,1
21951,11.99,1,3/19/97,1,195,NA,0
21952,41.1,1,3/19/97,3,195,NA,0
21953,44.31,1,3/19/97,3,195,NA,0
21954,61.65,1,3/22/97,5,192,60.48,1
21955,12.49,1,3/19/97,1,195,NA,0
21956,76.67,1,3/19/97,5,195,79.455,1
21957,28.74,1,3/19/97,2,195,NA,0
21958,27.74,1,3/19/97,2,195,NA,0
21959,40.02,2,5/10/97,2.5,143,NA,0
21960,16.36,1,3/19/97,1,195,NA,0
21961,8.97,1,3/19/97,1,195,NA,0
21962,50.6,3,6/15/97,3,107,21.985,1
21963,37.70333333,3,9/3/97,1.333333333,27,22.27,1
21964,14.99,1,3/22/97,1,192,NA,0
21965,64.27,1,3/19/97,4,195,NA,0
21966,15.36,1,3/19/97,1,195,NA,0
21967,5.99,1,3/19/97,1,195,NA,0
21968,15.3,1,3/19/97,1,195,NA,0
21969,35.23,2,8/3/97,2.5,58,NA,0
21970,11.77,1,3/19/97,1,195,NA,0
21971,34.82,3,3/20/97,1.666666667,194,NA,0
21972,63.85,1,3/19/97,5,195,NA,0
21973,38.42333333,3,7/31/97,1.333333333,61,NA,0
21974,11.77,1,3/19/97,1,195,NA,0
21975,91.23,4,4/22/97,6.75,161,NA,0
21976,74.07,1,3/19/97,4,195,NA,0
21977,58.24428571,7,7/30/97,2.714285714,62,24.73,1
21978,13.97,1,3/19/97,1,195,NA,0
21979,32.47,2,3/31/97,1.5,183,NA,0
21980,45.79,4,8/9/97,3.25,52,48.215,1
21981,28.53,1,3/19/97,2,195,14.49,1
21982,38.06,1,3/19/97,2,195,NA,0
21983,9.77,1,3/19/97,1,195,NA,0
21984,34.92,4,9/22/97,2.75,8,12.99,1
21985,33.722,5,9/14/97,2.4,16,21.735,1
21986,43.3,1,3/19/97,3,195,NA,0
21987,44.88,1,3/19/97,3,195,NA,0
21988,26.14,1,3/19/97,2,195,NA,0
21989,15.16,2,3/21/97,1,193,NA,0
21990,24.06,4,5/24/97,1.75,129,58.35,1
21991,30.555,2,8/3/97,1.5,58,NA,0
21992,32.31,1,3/19/97,3,195,NA,0
21993,45.42,2,4/27/97,3,156,NA,0
21994,77.015,2,5/19/97,6,134,NA,0
21995,100.44,1,3/19/97,6,195,NA,0
21996,43.08,1,3/19/97,4,195,27.99,1
21997,19.99,1,3/19/97,1,195,NA,0
21998,15.36,1,3/19/97,1,195,NA,0
21999,10.81333333,3,8/14/97,1,47,NA,0
22000,50.27,1,3/19/97,4,195,NA,0
22001,12.77,1,3/21/97,1,193,NA,0
22002,19.49333333,6,7/21/97,1.333333333,71,4.49,1
22003,35.5675,4,6/25/97,2.25,97,NA,0
22004,13.99,1,3/19/97,1,195,NA,0
22005,14.96,1,3/19/97,1,195,NA,0
22006,50.58666667,3,9/23/97,3.333333333,7,NA,0
22007,37.9,1,3/19/97,3,195,NA,0
22008,57.455,2,9/9/97,3.5,21,12.58,1
22009,35.085,6,9/4/97,2.5,26,34.6,1
22010,15.36,1,3/19/97,1,195,NA,0
22011,13.97,1,3/19/97,1,195,NA,0
22012,9.98,1,3/19/97,1,195,NA,0
22013,17.76266667,15,8/20/97,1.066666667,41,31.16060606,1
22014,76.51,1,3/19/97,3,195,NA,0
22015,35.51,1,3/19/97,3,195,NA,0
22016,9.77,1,3/19/97,1,195,NA,0
22017,15.36,1,3/19/97,1,195,23.48,1
22018,16.99,1,3/19/97,1,195,33.99,1
22019,16.75375,8,9/10/97,1.25,20,26.39833333,1
22020,27.485,2,4/22/97,1.5,161,NA,0
22021,13.97,1,3/19/97,1,195,65.99,1
22022,9.77,1,3/19/97,1,195,NA,0
22023,12.375,2,3/19/97,1,195,NA,0
22024,61.44,1,3/19/97,4,195,NA,0
22025,9.99,1,3/19/97,1,195,NA,0
22026,51.275,2,3/25/97,4,189,NA,0
22027,14.96,1,3/19/97,1,195,NA,0
22028,9.9,1,3/19/97,1,195,33.73,1
22029,30.32,1,3/19/97,2,195,NA,0
22030,36.31,1,3/19/97,3,195,NA,0
22031,7.98,1,3/19/97,1,195,NA,0
22032,39.35,1,3/19/97,3,195,NA,0
22033,14.79,2,3/20/97,1,194,NA,0
22034,11.97,1,3/19/97,1,195,NA,0
22035,28.75,1,3/19/97,2,195,127.6,1
22036,10.77,1,3/19/97,1,195,81.08333333,1
22037,8.77,1,3/19/97,1,195,NA,0
22038,15.3,1,3/19/97,1,195,NA,0
22039,24.99,1,3/19/97,1,195,NA,0
22040,19.77,1,3/19/97,1,195,NA,0
22041,29.175,4,6/27/97,1.5,95,45.47,1
22042,24.98,1,3/19/97,2,195,NA,0
22043,69.85,1,3/19/97,5,195,NA,0
22044,72.09666667,3,9/15/97,5.333333333,15,NA,0
22045,18.99,1,3/19/97,1,195,NA,0
22046,20.74,1,3/19/97,2,195,NA,0
22047,14.96,1,3/19/97,1,195,13.99,1
22048,20.75,1,3/19/97,2,195,NA,0
22049,12.64,2,3/23/97,1,191,12.99,1
22050,12.49,1,3/19/97,1,195,15.48,1
22051,0,1,3/19/97,1,195,NA,0
22052,28.73,1,3/19/97,2,195,NA,0
22053,11.77,1,3/19/97,1,195,NA,0
22054,29.93,1,3/19/97,2,195,NA,0
22055,70.03,1,3/19/97,5,195,NA,0
22056,20.485,2,9/25/97,1.5,5,NA,0
22057,14.37,1,3/19/97,1,195,17.85,1
22058,21.56,1,3/19/97,2,195,41.47,1
22059,32.14333333,3,7/25/97,2,67,29.865,1
22060,44.6,2,5/14/97,3.5,139,10.115,1
22061,30.01017544,57,9/30/97,2.035087719,0,26.02697674,1
22062,13.97,1,3/19/97,1,195,NA,0
22063,15.76,1,3/19/97,1,195,NA,0
22064,13.96666667,3,5/15/97,1,138,NA,0
22065,18.99,1,3/19/97,1,195,NA,0
22066,11.77,1,3/19/97,1,195,NA,0
22067,57.27,5,9/27/97,4.4,3,NA,0
22068,42.69,1,3/19/97,3,195,130.78,1
22069,29.045,2,6/4/97,2,118,NA,0
22070,14.96,1,3/19/97,1,195,NA,0
22071,41.78,1,3/19/97,1,195,NA,0
22072,37.97,1,3/19/97,1,195,NA,0
22073,15.9,1,3/19/97,1,195,35.98,1
22074,14.37,1,3/19/97,1,195,NA,0
22075,12.49,1,3/19/97,1,195,NA,0
22076,25.77,1,3/19/97,1,195,NA,0
22077,11.97,1,3/19/97,1,195,NA,0
22078,19.62,2,8/15/97,1,46,6.49,1
22079,21.148,5,6/19/97,1.6,103,86.94,1
22080,27.13,1,3/19/97,2,195,68.95,1
22081,13.97,1,3/19/97,1,195,NA,0
22082,14.465,2,6/11/97,1,111,NA,0
22083,14.63,2,9/29/97,1,1,NA,0
22084,4.98,1,3/19/97,1,195,NA,0
22085,30.21,13,9/10/97,2.076923077,20,49.35090909,1
22086,15.36,1,3/19/97,1,195,NA,0
22087,28.34,1,3/19/97,2,195,NA,0
22088,29.92,1,3/19/97,2,195,NA,0
22089,25.14,1,3/19/97,2,195,28.98,1
22090,90.485,2,6/12/97,6.5,110,NA,0
22091,36.73,1,3/19/97,2,195,NA,0
22092,11.77,1,3/19/97,1,195,NA,0
22093,70.18,3,7/8/97,4,84,NA,0
22094,49.67,2,4/15/97,2,168,NA,0
22095,13.97,1,3/19/97,1,195,NA,0
22096,25.54,1,3/19/97,2,195,19.92,1
22097,10.27333333,3,9/1/97,1,29,NA,0
22098,40.22,2,3/20/97,3,194,NA,0
22099,68.87428571,7,9/8/97,4.714285714,22,NA,0
22100,90.65,1,3/19/97,7,195,NA,0
22101,27.76,1,3/19/97,2,195,18.99,1
22102,79.99,2,5/5/97,1,148,NA,0
22103,14.37,1,3/19/97,1,195,NA,0
22104,15.36,1,3/19/97,1,195,NA,0
22105,64.33,1,3/19/97,4,195,NA,0
22106,19.99,1,3/19/97,1,195,38.99,1
22107,104,1,3/19/97,5,195,NA,0
22108,81.04,1,3/19/97,5,195,NA,0
22109,15.76,1,3/19/97,1,195,NA,0
22110,53.88,1,3/19/97,4,195,NA,0
22111,8.77,1,3/19/97,1,195,NA,0
22112,64.24,1,3/19/97,5,195,80.975,1
22113,46.08,1,3/19/97,3,195,18.735,1
22114,11.99,1,3/19/97,1,195,NA,0
22115,47.08,1,3/20/97,4,194,NA,0
22116,9.97,1,3/19/97,1,195,NA,0
22117,29.73,1,3/19/97,2,195,NA,0
22118,14.37,1,3/19/97,1,195,NA,0
22119,5.78,1,3/19/97,1,195,NA,0
22120,19.48,2,5/10/97,1.5,143,25.16,1
22121,11.77,1,3/19/97,1,195,NA,0
22122,57.1675,4,4/9/97,4.25,174,NA,0
22123,14.37,1,3/19/97,1,195,NA,0
22124,11.77,1,3/19/97,1,195,NA,0
22125,15.36,1,3/19/97,1,195,NA,0
22126,87.05333333,3,3/24/97,7,190,NA,0
22127,14.96,1,3/19/97,1,195,NA,0
22128,54.77,1,3/19/97,1,195,NA,0
22129,13.97,1,3/19/97,1,195,NA,0
22130,15.96,1,3/19/97,1,195,NA,0
22131,16.36,1,3/19/97,1,195,NA,0
22132,18.26,2,3/27/97,1.5,187,15.99,1
22133,30.15,1,3/19/97,2,195,NA,0
22134,12.65,5,6/16/97,1,106,11.49,1
22135,27.77,1,3/19/97,1,195,NA,0
22136,12.49,1,3/19/97,1,195,NA,0
22137,15.36,1,3/19/97,1,195,NA,0
22138,29.73,1,3/19/97,2,195,30.73,1
22139,15.36,1,3/19/97,1,195,NA,0
22140,11.77,1,3/19/97,1,195,NA,0
22141,21.99,1,3/19/97,1,195,NA,0
22142,39.37,1,3/19/97,1,195,NA,0
22143,47.46,2,8/31/97,2.5,30,NA,0
22144,78.41333333,3,9/6/97,5.333333333,24,110.93,1
22145,29.33,1,3/19/97,2,195,NA,0
22146,12.49,1,3/19/97,1,195,NA,0
22147,20.76,1,3/19/97,2,195,NA,0
22148,24.99,1,3/19/97,1,195,NA,0
22149,39.616,5,8/12/97,2.2,49,40.80333333,1
22150,50.68666667,3,4/15/97,3.333333333,168,NA,0
22151,60.83,1,3/23/97,5,191,NA,0
22152,40.1675,8,9/26/97,2.75,4,66.99,1
22153,32.31,1,3/19/97,3,195,NA,0
22154,13.97,1,3/19/97,1,195,NA,0
22155,83.68,1,3/20/97,4,194,NA,0
22156,12.38,2,9/12/97,1,18,NA,0
22157,25.74,1,3/19/97,2,195,NA,0
22158,5.98,1,3/19/97,1,195,NA,0
22159,8.77,1,3/19/97,1,195,NA,0
22160,21.045,2,5/3/97,1.5,150,32.485,1
22161,25.735,2,3/25/97,2,189,NA,0
22162,30.32,2,5/15/97,2.5,138,NA,0
22163,11.77,1,3/19/97,1,195,19.52,1
22164,28.56333333,3,7/20/97,1.333333333,72,NA,0
22165,99.955,2,3/31/97,8,183,NA,0
22166,10.77,1,3/19/97,1,195,NA,0
22167,52.715,2,5/6/97,4,147,NA,0
22168,14.96,1,3/19/97,1,195,14.49,1
22169,17.38,2,3/27/97,1,187,NA,0
22170,13.57,2,3/20/97,1,194,NA,0
22171,58.99,1,3/19/97,1,195,NA,0
22172,68.33,1,3/20/97,4,194,23.37,1
22173,0,1,3/19/97,1,195,NA,0
22174,30.175,2,7/2/97,2,90,NA,0
22175,15.76,1,3/19/97,1,195,NA,0
22176,26.99,1,3/19/97,1,195,NA,0
22177,11.77,1,3/19/97,1,195,NA,0
22178,29.33,2,4/5/97,2,178,NA,0
22179,66.96,1,3/19/97,4,195,NA,0
22180,11.77,1,3/25/97,1,189,NA,0
22181,75.645,2,5/1/97,4.5,152,87.93,1
22182,29.33,1,3/19/97,2,195,35.72,1
22183,103.74,1,3/19/97,7,195,NA,0
22184,19.95,3,9/21/97,1.666666667,9,NA,0
22185,28.965,2,5/9/97,1.5,144,NA,0
22186,11.77,1,3/19/97,1,195,NA,0
22187,61.87666667,3,4/7/97,3.666666667,176,NA,0
22188,82.56,4,7/31/97,5.75,61,NA,0
22189,12.37,2,4/11/97,1,172,12.11666667,1
22190,29.33,1,3/20/97,2,194,NA,0
22191,11.77,1,3/19/97,1,195,5.49,1
22192,13.56,1,3/19/97,2,195,NA,0
22193,21.54,1,3/19/97,2,195,NA,0
22194,9.77,1,3/19/97,1,195,NA,0
22195,16.67,2,9/24/97,2,6,NA,0
22196,30.765,2,4/30/97,1.5,153,NA,0
22197,29.33,1,3/19/97,2,195,NA,0
22198,15.36,1,3/19/97,1,195,NA,0
22199,33.98,1,3/20/97,2,194,NA,0
22200,26.87666667,3,5/17/97,1.666666667,136,NA,0
22201,26.56,1,3/20/97,2,194,51.96,1
22202,17.99,1,3/20/97,1,194,NA,0
22203,9.78,1,3/20/97,1,194,NA,0
22204,13.97,1,3/20/97,1,194,NA,0
22205,28.93,1,3/20/97,2,194,NA,0
22206,13.37,2,4/6/97,1,177,NA,0
22207,42.51,1,3/20/97,3,194,NA,0
22208,37.14,1,3/20/97,2,194,NA,0
22209,11.77,1,3/20/97,1,194,NA,0
22210,41.4025,4,6/28/97,3,94,40.97,1
22211,20.05,2,4/2/97,2.5,181,NA,0
22212,23.54,1,3/20/97,2,194,10.98,1
22213,158.59,1,3/20/97,9,194,17.99,1
22214,12.77,1,3/20/97,1,194,NA,0
22215,14.37,1,3/20/97,1,194,NA,0
22216,14.99,2,4/17/97,1,166,5.99,1
22217,52.46,1,3/20/97,4,194,NA,0
22218,79.96,1,3/20/97,4,194,NA,0
22219,11.77,1,3/20/97,1,194,NA,0
22220,25.248,5,8/11/97,2,50,28.9775,1
22221,85.79,1,3/20/97,6,194,131.91,1
22222,29.98,1,3/21/97,2,193,21.48,1
22223,15.36,1,3/20/97,1,194,NA,0
22224,24.384,5,9/15/97,1,15,NA,0
22225,21.845,2,5/21/97,1.5,132,19.49,1
22226,24.34,1,3/20/97,2,194,NA,0
22227,23.765,2,3/27/97,1.5,187,74.7,1
22228,91.18666667,3,8/13/97,6.666666667,48,95.82,1
22229,14.99,1,3/20/97,1,194,28.07666667,1
22230,30.05666667,3,8/17/97,2.333333333,44,67.38,1
22231,45.95,1,3/20/97,2,194,NA,0
22232,28.03,4,9/4/97,2.75,26,24.23,1
22233,101.345,2,4/17/97,8,166,41.97,1
22234,17.57,4,9/16/97,1.5,14,29.49,1
22235,28.13,1,3/20/97,2,194,NA,0
22236,79.8,1,3/20/97,5,194,NA,0
22237,25.74,1,3/20/97,2,194,NA,0
22238,18.44428571,7,9/23/97,1.428571429,7,23.84,1
22239,15.36,1,3/20/97,1,194,NA,0
22240,33.32,1,3/23/97,2,191,NA,0
22241,9.99,1,3/20/97,1,194,NA,0
22242,25.74,1,3/20/97,2,194,NA,0
22243,15.36,1,3/20/97,1,194,NA,0
22244,27.98,1,3/20/97,2,194,NA,0
22245,42.06,1,3/20/97,2,194,9.49,1
22246,17.3,1,3/20/97,1,194,NA,0
22247,55.25,1,3/22/97,4,192,NA,0
22248,25.46,2,3/27/97,2,187,NA,0
22249,11.77,1,3/20/97,1,194,NA,0
22250,9.77,1,3/20/97,1,194,60.95,1
22251,17.76,1,3/20/97,1,194,NA,0
22252,19.99,1,3/20/97,1,194,NA,0
22253,11.77,1,3/20/97,1,194,NA,0
22254,14.37,1,3/20/97,1,194,NA,0
22255,9.77,1,3/20/97,1,194,NA,0
22256,12.49,1,3/20/97,1,194,NA,0
22257,23.99,1,3/20/97,1,194,28.98,1
22258,28.55,2,6/17/97,1.5,105,18.735,1
22259,13.97,1,3/20/97,1,194,NA,0
22260,24.71333333,3,9/16/97,2,14,NA,0
22261,12.77,1,3/20/97,1,194,NA,0
22262,68.485,2,8/1/97,3.5,60,NA,0
22263,28.23,2,8/13/97,2,48,41.97,1
22264,74.3425,4,6/10/97,4.75,112,182.755,1
22265,25.87,1,3/20/97,2,194,32.98,1
22266,11.77,1,3/20/97,1,194,NA,0
22267,13.28,2,8/28/97,1,33,NA,0
22268,46.85,3,4/17/97,2.333333333,166,104.16,1
22269,123.97,1,3/20/97,8,194,80.56333333,1
22270,26.14,1,3/20/97,2,194,NA,0
22271,24.98,1,3/20/97,2,194,11.98,1
22272,30.51,1,3/20/97,3,194,NA,0
22273,9.98,1,3/20/97,1,194,NA,0
22274,70.005,4,9/3/97,4.5,27,59.96,1
22275,29.3825,4,7/14/97,2.25,78,41.47,1
22276,157.54,1,3/20/97,2,194,NA,0
22277,38.215,2,3/31/97,2.5,183,NA,0
22278,24.98,1,3/20/97,2,194,24.085,1
22279,345.3191667,12,8/5/97,25.41666667,56,346.81,1
22280,42.1,1,3/20/97,3,194,NA,0
22281,12.7,1,3/20/97,1,194,NA,0
22282,37.47,1,3/20/97,3,194,NA,0
22283,40.062,5,7/29/97,3,63,43.015,1
22284,15.62333333,3,7/22/97,1.333333333,70,NA,0
22285,13.97,1,3/20/97,1,194,NA,0
22286,10.66,2,8/18/97,1,43,NA,0
22287,22.60666667,3,6/27/97,2,95,20.955,1
22288,22.51333333,6,8/28/97,2.166666667,33,15.49,1
22289,33.77,2,7/3/97,2,89,NA,0
22290,17.36,1,3/20/97,1,194,NA,0
22291,38.25,2,5/29/97,2,124,NA,0
22292,27.94,1,3/20/97,2,194,NA,0
22293,9.77,1,3/20/97,1,194,NA,0
22294,9.77,1,3/20/97,1,194,NA,0
22295,11.77,1,3/20/97,1,194,NA,0
22296,42.09,1,3/20/97,3,194,34.475,1
22297,27.605,4,8/21/97,1.5,40,23.985,1
22298,15.36,1,3/20/97,1,194,NA,0
22299,52.68,1,3/20/97,4,194,18.485,1
22300,11.77,1,3/20/97,1,194,NA,0
22301,22.99,1,3/20/97,1,194,NA,0
22302,14.37,1,3/20/97,1,194,39.975,1
22303,37.98,1,3/20/97,2,194,NA,0
22304,11.77,1,3/20/97,1,194,NA,0
22305,25.74,1,3/20/97,2,194,18.49,1
22306,34.08,5,8/19/97,2.6,42,14.79727273,1
22307,25.74,1,3/20/97,2,194,NA,0
22308,39.15,2,5/21/97,2.5,132,47.97666667,1
22309,56.06,1,3/20/97,4,194,NA,0
22310,11.77,1,3/20/97,1,194,NA,0
22311,25.6,1,3/20/97,2,194,NA,0
22312,13.97,1,3/20/97,1,194,NA,0
22313,44.93,4,9/2/97,3.25,28,49.97,1
22314,80.81,1,3/20/97,6,194,209.8366667,1
22315,70.545,2,4/11/97,5,172,44.965,1
22316,27.99,1,3/20/97,1,194,NA,0
22317,12.97,1,3/20/97,1,194,NA,0
22318,13.97,1,3/20/97,1,194,NA,0
22319,31.44222222,9,9/11/97,2.111111111,19,33.242,1
22320,13.365,2,6/26/97,1,96,NA,0
22321,15.96,1,3/20/97,1,194,NA,0
22322,13.97,1,3/20/97,1,194,NA,0
22323,38.72,1,3/20/97,4,194,39.97,1
22324,15.36,1,3/20/97,1,194,NA,0
22325,17.21666667,3,5/30/97,1.333333333,123,NA,0
22326,9.77,1,3/20/97,1,194,NA,0
22327,50.97,2,4/2/97,3.5,181,NA,0
22328,11.77,1,3/20/97,1,194,NA,0
22329,22.398,5,9/15/97,1.6,15,19.65333333,1
22330,44.715,2,8/13/97,3,48,NA,0
22331,62.32,1,3/20/97,4,194,26.48,1
22332,28.2,3,8/1/97,2.333333333,60,23.47,1
22333,15.36,1,3/20/97,1,194,NA,0
22334,12.49,1,3/20/97,1,194,NA,0
22335,19.95,1,3/20/97,1,194,NA,0
22336,33.67333333,3,7/7/97,2,85,49.98,1
22337,14.99,1,3/20/97,1,194,NA,0
22338,14.37,2,4/16/97,1,167,NA,0
22339,18.99,1,3/20/97,1,194,NA,0
22340,15.96,1,3/20/97,1,194,20.98,1
22341,15.042,5,8/21/97,1.2,40,25.98333333,1
22342,10.77,1,3/20/97,1,194,NA,0
22343,34.54,2,4/20/97,2,163,NA,0
22344,11.77,1,3/20/97,1,194,NA,0
22345,24.54,2,3/26/97,2,188,NA,0
22346,34.25,2,5/7/97,1.5,146,NA,0
22347,34.39666667,3,4/18/97,2.333333333,165,NA,0
22348,75.55066667,15,9/26/97,6.266666667,4,81.57533333,1
22349,55.475,2,5/21/97,3.5,132,117.115,1
22350,49.37,1,3/20/97,1,194,NA,0
22351,14.96,1,3/20/97,1,194,NA,0
22352,22.84,2,3/28/97,1.5,186,NA,0
22353,14.96,1,3/20/97,1,194,NA,0
22354,51.9,2,4/10/97,3,173,27.235,1
22355,17.99272727,11,9/13/97,1.454545455,17,16.82384615,1
22356,111.8675,4,8/8/97,7.25,53,142.8625,1
22357,73.22,1,3/20/97,6,194,20.73,1
22358,18.99,1,3/20/97,1,194,NA,0
22359,47.05,1,3/20/97,3,194,NA,0
22360,39.9,2,4/8/97,3,175,NA,0
22361,25.78,2,3/24/97,1.5,190,NA,0
22362,19.96,1,3/20/97,2,194,NA,0
22363,8.77,1,3/20/97,1,194,NA,0
22364,24.74,1,3/20/97,2,194,NA,0
22365,46.94,1,3/20/97,3,194,NA,0
22366,38.71,1,3/20/97,3,194,NA,0
22367,45.35,1,3/20/97,5,194,NA,0
22368,19.96,1,3/20/97,2,194,NA,0
22369,38.525,4,4/28/97,2.5,155,22.5075,1
22370,4.79,1,3/20/97,1,194,NA,0
22371,27.94,1,3/22/97,2,192,NA,0
22372,39.75,1,3/20/97,3,194,44.17,1
22373,14.96,1,3/20/97,1,194,NA,0
22374,29.37,1,3/20/97,1,194,NA,0
22375,22.97,1,3/20/97,1,194,NA,0
22376,48.395,2,4/23/97,3.5,160,30.64666667,1
22377,70.84,1,3/20/97,5,194,NA,0
22378,4.99,1,3/20/97,1,194,NA,0
22379,38.345,2,7/9/97,2.5,83,NA,0
22380,37.35,1,3/20/97,2,194,NA,0
22381,16.86,2,3/20/97,1,194,NA,0
22382,69.97,1,3/20/97,3,194,NA,0
22383,33.53,2,8/31/97,2,30,51.86,1
22384,21.485,2,9/20/97,1.5,10,17.485,1
22385,14.99,1,3/20/97,1,194,NA,0
22386,41.796,5,9/22/97,2.6,8,NA,0
22387,15.57,1,3/23/97,3,191,NA,0
22388,20.99,1,3/20/97,1,194,NA,0
22389,32.10777778,9,6/19/97,1.666666667,103,NA,0
22390,22.99,1,3/20/97,1,194,NA,0
22391,14.665,2,3/23/97,1,191,NA,0
22392,13.99,1,3/20/97,1,194,NA,0
22393,25.49,2,5/1/97,1,152,34.97,1
22394,53.035,2,7/27/97,3.5,65,23.49,1
22395,95.836,5,6/10/97,7,112,102.0866667,1
22396,15.36,2,5/16/97,1,137,12.99,1
22397,21.48,3,4/2/97,1.666666667,181,15.49,1
22398,14.99,1,3/20/97,1,194,NA,0
22399,14.37,1,3/20/97,1,194,NA,0
22400,22.7,1,3/20/97,1,194,NA,0
22401,32.73,1,3/20/97,2,194,NA,0
22402,21.54,1,3/20/97,2,194,NA,0
22403,14.96,1,3/20/97,1,194,NA,0
22404,5.78,1,3/20/97,1,194,NA,0
22405,18.755,2,3/28/97,1.5,186,NA,0
22406,26.13,1,3/21/97,2,193,NA,0
22407,11.97,2,7/20/97,1,72,15.48666667,1
22408,22.315,2,4/11/97,1.5,172,16.01666667,1
22409,15.18,2,4/22/97,1,161,NA,0
22410,25.37,1,3/20/97,1,194,NA,0
22411,31.22,1,3/20/97,3,194,38.46,1
22412,34.48,1,3/20/97,2,194,29.985,1
22413,58.74,1,3/20/97,3,194,29.475,1
22414,13.77,1,3/20/97,1,194,NA,0
22415,12.49,1,3/20/97,1,194,NA,0
22416,11.97,1,3/20/97,1,194,NA,0
22417,75.45,1,3/24/97,5,190,NA,0
22418,14.465,2,4/6/97,1,177,NA,0
22419,68.95,1,3/20/97,3,194,34.97,1
22420,27.0125,4,7/6/97,1.25,86,18.49,1
22421,26.845,2,9/23/97,2,7,29.07,1
22422,13.77,1,3/20/97,1,194,29.48,1
22423,14.79,1,3/20/97,1,194,NA,0
22424,11.77,1,3/20/97,1,194,NA,0
22425,45.3575,4,7/29/97,3.5,63,23.86,1
22426,13.89666667,3,5/7/97,1,146,NA,0
22427,32.59333333,3,9/14/97,2.333333333,16,26.78,1
22428,20.99,1,3/20/97,1,194,NA,0
22429,13.97,1,3/20/97,1,194,NA,0
22430,12.38,2,4/2/97,1,181,NA,0
22431,38.95,1,3/20/97,3,194,NA,0
22432,13.6675,4,6/19/97,1,103,14.24,1
22433,11.77,1,3/21/97,1,193,NA,0
22434,15.36,1,3/20/97,1,194,17.48,1
22435,31.26666667,6,9/15/97,1.833333333,15,64,1
22436,57.636,5,6/29/97,4,93,63.955,1
22437,15.99,1,3/20/97,1,194,12.49,1
22438,20.99,1,3/20/97,1,194,NA,0
22439,10.99,1,3/20/97,1,194,NA,0
22440,21.97,1,3/20/97,1,194,NA,0
22441,69.84,1,3/21/97,5,193,NA,0
22442,14.96,1,3/20/97,1,194,NA,0
22443,54.03,3,8/4/97,3.333333333,57,56.65,1
22444,33.82,3,5/5/97,2,148,47.36,1
22445,29.73,1,3/20/97,2,194,NA,0
22446,23.54,1,3/21/97,2,193,NA,0
22447,22.77,1,3/21/97,1,193,NA,0
22448,62.85,3,4/28/97,4.666666667,155,68.35529412,1
22449,14.79,1,3/21/97,1,193,NA,0
22450,28.74,1,3/21/97,2,193,NA,0
22451,35.77,1,3/21/97,1,193,30.078,1
22452,16.56,3,5/28/97,1.333333333,125,NA,0
22453,19.99,1,3/21/97,1,193,NA,0
22454,27.52,1,3/21/97,3,193,NA,0
22455,20.755,2,4/9/97,1.5,174,26.48,1
22456,66.66,2,8/17/97,4,44,NA,0
22457,16.98,2,4/8/97,1,175,NA,0
22458,19.97,1,3/21/97,1,193,NA,0
22459,37.54,1,3/21/97,2,193,NA,0
22460,30.72,1,3/21/97,2,193,NA,0
22461,62.14,10,9/8/97,4.7,22,55.91625,1
22462,14.96,1,3/21/97,1,193,NA,0
22463,37.755,2,9/4/97,2,26,13.99,1
22464,48.22,1,3/21/97,4,193,NA,0
22465,12.76,1,3/21/97,2,193,NA,0
