"","Profit99","Online99","Age99","Inc99","Tenure99","District99","ID","CumProfit","CumProfitPercent","PercentCust"
"30804",-57,1,3,3,3.66,1200,30804,4044966,"115%","84.1%"
"171",-58,0,NA,NA,3.66,1200,171,4044908,"115%","84.1%"
"562",-58,0,4,5,3.66,1100,562,4044850,"115%","84.1%"
"995",-58,0,3,3,4.58,1100,995,4044792,"115%","84.1%"
"1006",-58,1,3,5,6.41,1100,1006,4044734,"115%","84.1%"
"1258",-58,0,3,7,6.83,1200,1258,4044676,"115%","84.1%"
"1617",-58,0,3,1,2.91,1200,1617,4044618,"115%","84.1%"
"1660",-58,0,7,9,0.75,1200,1660,4044560,"115%","84.1%"
"1686",-58,1,3,6,11.41,1200,1686,4044502,"115%","84.1%"
"2563",-58,0,5,NA,1.83,1100,2563,4044444,"115%","84.1%"
"2920",-58,1,3,3,2.08,1200,2920,4044386,"115%","84.1%"
"3164",-58,0,2,5,5.41,1300,3164,4044328,"115%","84.1%"
"3383",-58,0,3,3,2.66,1200,3383,4044270,"115%","84.1%"
"3459",-58,0,4,5,2.41,1200,3459,4044212,"115%","84.1%"
"3638",-58,1,4,6,18.25,1200,3638,4044154,"115%","84.1%"
"3692",-58,0,NA,NA,5.33,1200,3692,4044096,"115%","84.1%"
"3931",-58,1,NA,NA,7,1200,3931,4044038,"115%","84.1%"
"4099",-58,0,3,6,17.08,1200,4099,4043980,"115%","84.1%"
"4121",-58,0,NA,NA,2.41,1200,4121,4043922,"115%","84.1%"
"4163",-58,0,NA,NA,16.5,1200,4163,4043864,"115%","84.1%"
"5307",-58,0,3,4,6.58,1100,5307,4043806,"115%","84.1%"
"6754",-58,0,6,6,9.5,1200,6754,4043748,"115%","84.1%"
"7282",-58,0,5,9,26.58,1200,7282,4043690,"115%","84.1%"
"7537",-58,0,NA,NA,0.83,1200,7537,4043632,"115%","84.1%"
"7596",-58,0,NA,NA,1.16,1300,7596,4043574,"115%","84.1%"
"7626",-58,0,NA,NA,4.16,1200,7626,4043516,"115%","84.1%"
"8109",-58,0,3,5,4.91,1300,8109,4043458,"115%","84.1%"
"8496",-58,0,3,1,3.83,1200,8496,4043400,"115%","84.1%"
"9447",-58,0,NA,NA,5,1100,9447,4043342,"115%","84.1%"
"9801",-58,0,NA,NA,5.33,1200,9801,4043284,"115%","84.1%"
"9980",-58,0,3,6,8.41,1200,9980,4043226,"115%","84.1%"
"10101",-58,0,NA,NA,11.58,1100,10101,4043168,"115%","84.1%"
"11072",-58,0,NA,NA,0.5,1100,11072,4043110,"115%","84.1%"
"11424",-58,0,2,3,0.5,1200,11424,4043052,"115%","84.1%"
"12429",-58,1,NA,NA,4.83,1200,12429,4042994,"115%","84.1%"
"12477",-58,0,2,1,4.16,1200,12477,4042936,"115%","84.1%"
"13478",-58,0,NA,7,4.08,1200,13478,4042878,"115%","84.1%"
"14187",-58,0,NA,NA,1.58,1200,14187,4042820,"115%","84.1%"
"14193",-58,0,NA,NA,8.16,1200,14193,4042762,"115%","84.1%"
"14406",-58,0,NA,7,1.5,1200,14406,4042704,"115%","84.1%"
"15156",-58,0,NA,NA,27.83,1100,15156,4042646,"115%","84.1%"
"15581",-58,0,5,9,19.91,1200,15581,4042588,"115%","84.1%"
"15724",-58,0,2,3,4.66,1200,15724,4042530,"115%","84.2%"
"15813",-58,0,4,3,4.66,1200,15813,4042472,"115%","84.2%"
"15976",-58,0,4,9,0.83,1200,15976,4042414,"115%","84.2%"
"16582",-58,0,6,1,1.66,1200,16582,4042356,"115%","84.2%"
"16770",-58,0,4,7,2.16,1200,16770,4042298,"115%","84.2%"
"16906",-58,0,3,9,8.66,1200,16906,4042240,"115%","84.2%"
"17453",-58,0,NA,NA,3,1200,17453,4042182,"115%","84.2%"
"17845",-58,0,6,6,10.5,1200,17845,4042124,"115%","84.2%"
"18157",-58,0,NA,NA,0.66,1200,18157,4042066,"115%","84.2%"
"18559",-58,1,1,4,0.66,1200,18559,4042008,"115%","84.2%"
"19280",-58,0,3,7,12.41,1300,19280,4041950,"115%","84.2%"
"19924",-58,0,5,2,4.83,1300,19924,4041892,"115%","84.2%"
"20281",-58,0,6,6,30.83,1200,20281,4041834,"115%","84.2%"
"20366",-58,0,2,5,1.91,1200,20366,4041776,"115%","84.2%"
"20406",-58,0,2,5,2.16,1200,20406,4041718,"115%","84.2%"
"20432",-58,0,4,4,14.58,1200,20432,4041660,"115%","84.2%"
"20712",-58,0,4,7,0.5,1200,20712,4041602,"115%","84.2%"
"20836",-58,0,5,4,5.25,1200,20836,4041544,"115%","84.2%"
"21443",-58,0,NA,NA,1.75,1200,21443,4041486,"115%","84.2%"
"21574",-58,0,NA,NA,1.83,1200,21574,4041428,"115%","84.2%"
"21630",-58,0,4,1,9.16,1100,21630,4041370,"115%","84.2%"
"21966",-58,0,7,6,23.75,1200,21966,4041312,"115%","84.2%"
"22033",-58,0,2,2,6.5,1100,22033,4041254,"115%","84.2%"
"22085",-58,0,7,6,3.16,1200,22085,4041196,"115%","84.2%"
"22207",-58,0,NA,NA,6.33,1100,22207,4041138,"115%","84.2%"
"23114",-58,1,3,6,11.5,1200,23114,4041080,"115%","84.2%"
"23140",-58,0,2,NA,0.5,1300,23140,4041022,"115%","84.3%"
"23572",-58,0,NA,NA,18.83,1200,23572,4040964,"115%","84.3%"
"23597",-58,0,3,6,7.41,1300,23597,4040906,"115%","84.3%"
"23729",-58,0,NA,NA,0.91,1200,23729,4040848,"115%","84.3%"
"23963",-58,0,NA,NA,2.83,1200,23963,4040790,"115%","84.3%"
"24226",-58,0,7,2,11,1200,24226,4040732,"115%","84.3%"
"24393",-58,0,5,3,32.25,1200,24393,4040674,"115%","84.3%"
"24592",-58,0,NA,NA,6.33,1200,24592,4040616,"115%","84.3%"
"26126",-58,1,NA,NA,9.75,1200,26126,4040558,"115%","84.3%"
"27490",-58,1,1,6,6.41,1200,27490,4040500,"115%","84.3%"
"27540",-58,0,NA,NA,6.83,1200,27540,4040442,"115%","84.3%"
"27974",-58,0,5,NA,1.08,1200,27974,4040384,"115%","84.3%"
"28179",-58,0,7,7,6.58,1200,28179,4040326,"115%","84.3%"
"28224",-58,0,5,6,9.75,1200,28224,4040268,"115%","84.3%"
"28501",-58,0,7,3,5.33,1100,28501,4040210,"115%","84.3%"
"28746",-58,0,2,9,6.5,1200,28746,4040152,"115%","84.3%"
"29634",-58,0,NA,NA,2.58,1200,29634,4040094,"115%","84.3%"
"29689",-58,0,3,3,21,1100,29689,4040036,"115%","84.3%"
"30278",-58,0,3,9,15.08,1200,30278,4039978,"115%","84.3%"
"30402",-58,0,NA,NA,4.91,1200,30402,4039920,"115%","84.4%"
"30441",-58,0,NA,NA,15.91,1200,30441,4039862,"115%","84.4%"
"30733",-58,0,NA,NA,7.83,1200,30733,4039804,"115%","84.4%"
"31417",-58,0,5,3,3.33,1200,31417,4039746,"115%","84.4%"
"31621",-58,0,3,2,19.08,1300,31621,4039688,"115%","84.4%"
"166",-59,0,5,5,3.58,1200,166,4039629,"115%","84.4%"
"244",-59,0,7,3,9.75,1200,244,4039570,"115%","84.4%"
"435",-59,0,NA,NA,4.91,1300,435,4039511,"115%","84.4%"
"567",-59,0,NA,NA,15.75,1200,567,4039452,"115%","84.4%"
"740",-59,1,1,5,9.08,1200,740,4039393,"115%","84.4%"
"1164",-59,0,3,6,2.16,1200,1164,4039334,"115%","84.4%"
"1551",-59,0,6,2,6.41,1100,1551,4039275,"115%","84.4%"
"1703",-59,0,NA,NA,0.91,1200,1703,4039216,"115%","84.4%"
"2125",-59,0,7,3,7.33,1200,2125,4039157,"115%","84.4%"
"2515",-59,0,3,3,17.41,1300,2515,4039098,"115%","84.4%"
"2577",-59,0,4,3,15.41,1300,2577,4039039,"115%","84.4%"
"2738",-59,0,4,6,7.33,1200,2738,4038980,"115%","84.4%"
"3274",-59,0,NA,6,10.66,1200,3274,4038921,"115%","84.4%"
"3413",-59,0,1,3,1.66,1200,3413,4038862,"115%","84.4%"
"3541",-59,0,4,2,6.75,1200,3541,4038803,"115%","84.4%"
"5264",-59,0,NA,NA,20,1200,5264,4038744,"115%","84.4%"
"5802",-59,0,4,3,4.75,1300,5802,4038685,"114%","84.4%"
"5985",-59,0,NA,NA,17.91,1200,5985,4038626,"114%","84.4%"
"6304",-59,0,3,6,0.83,1200,6304,4038567,"114%","84.4%"
"6352",-59,0,2,1,4.91,1200,6352,4038508,"114%","84.4%"
"6622",-59,0,5,4,0.41,1200,6622,4038449,"114%","84.4%"
"6655",-59,1,1,3,8.66,1200,6655,4038390,"114%","84.4%"
"7394",-59,0,NA,NA,1.91,1200,7394,4038331,"114%","84.4%"
"7557",-59,0,7,6,14.41,1200,7557,4038272,"114%","84.4%"
"7666",-59,0,3,6,4,1100,7666,4038213,"114%","84.4%"
"7830",-59,0,NA,NA,3.66,1300,7830,4038154,"114%","84.4%"
"8368",-59,0,7,7,12.75,1200,8368,4038095,"114%","84.4%"
"8461",-59,0,7,6,17,1200,8461,4038036,"114%","84.4%"
"9597",-59,0,7,4,14.41,1200,9597,4037977,"114%","84.4%"
"10112",-59,0,NA,NA,4.83,1200,10112,4037918,"114%","84.4%"
"10142",-59,0,4,6,25,1300,10142,4037859,"114%","84.4%"
"11516",-59,0,4,6,7.5,1300,11516,4037800,"114%","84.4%"
"11579",-59,0,NA,3,3.33,1200,11579,4037741,"114%","84.4%"
"11994",-59,0,5,3,1.16,1300,11994,4037682,"114%","84.4%"
"12241",-59,0,NA,NA,2.5,1200,12241,4037623,"114%","84.4%"
"12316",-59,0,7,6,21.66,1200,12316,4037564,"114%","84.4%"
"12470",-59,0,NA,NA,1.16,1200,12470,4037505,"114%","84.4%"
"12804",-59,0,4,4,6.08,1100,12804,4037446,"114%","84.4%"
"13422",-59,0,NA,NA,10,1300,13422,4037387,"114%","84.4%"
"13598",-59,0,3,7,13.25,1200,13598,4037328,"114%","84.4%"
"14886",-59,0,4,6,29.41,1200,14886,4037269,"114%","84.4%"
"15061",-59,0,6,7,6.5,1200,15061,4037210,"114%","84.4%"
"15073",-59,0,NA,NA,7.16,1200,15073,4037151,"114%","84.4%"
"15189",-59,1,NA,NA,5.91,1200,15189,4037092,"114%","84.4%"
"15454",-59,0,3,5,6.41,1300,15454,4037033,"114%","84.4%"
"15526",-59,0,3,6,10.75,1200,15526,4036974,"114%","84.5%"
"16001",-59,0,NA,NA,21.25,1200,16001,4036915,"114%","84.5%"
"16397",-59,0,NA,NA,0.83,1200,16397,4036856,"114%","84.5%"
"16496",-59,0,NA,NA,16.75,1200,16496,4036797,"114%","84.5%"
"16643",-59,0,7,4,33.33,1300,16643,4036738,"114%","84.5%"
"16706",-59,0,7,9,23.33,1200,16706,4036679,"114%","84.5%"
"16757",-59,0,NA,NA,20,1300,16757,4036620,"114%","84.5%"
"17152",-59,0,7,1,7.08,1100,17152,4036561,"114%","84.5%"
"17299",-59,0,7,2,10.75,1200,17299,4036502,"114%","84.5%"
"17363",-59,0,5,2,4.25,1200,17363,4036443,"114%","84.5%"
"17703",-59,0,NA,NA,2.25,1200,17703,4036384,"114%","84.5%"
"17759",-59,0,2,9,4.75,1200,17759,4036325,"114%","84.5%"
"18239",-59,0,5,9,4.5,1200,18239,4036266,"114%","84.5%"
"18707",-59,0,6,8,11.16,1200,18707,4036207,"114%","84.5%"
"18861",-59,0,6,4,2.41,1200,18861,4036148,"114%","84.5%"
"19403",-59,0,6,4,5.66,1200,19403,4036089,"114%","84.5%"
"19545",-59,0,2,3,8.91,1200,19545,4036030,"114%","84.5%"
"19639",-59,0,4,6,22.33,1200,19639,4035971,"114%","84.5%"
"20338",-59,0,4,9,2.08,1200,20338,4035912,"114%","84.5%"
"21106",-59,0,4,5,7.75,1300,21106,4035853,"114%","84.5%"
"21468",-59,0,7,8,6.08,1300,21468,4035794,"114%","84.5%"
"21525",-59,0,5,3,1.16,1200,21525,4035735,"114%","84.5%"
"21680",-59,0,2,3,8.41,1200,21680,4035676,"114%","84.5%"
"23456",-59,0,NA,NA,8.66,1200,23456,4035617,"114%","84.5%"
"23739",-59,0,3,NA,8.5,1200,23739,4035558,"114%","84.5%"
"24666",-59,0,6,1,33.91,1200,24666,4035499,"114%","84.5%"
"24799",-59,0,5,6,3.33,1200,24799,4035440,"114%","84.6%"
"24846",-59,0,7,6,32.25,1300,24846,4035381,"114%","84.6%"
"25322",-59,0,4,7,6.16,1200,25322,4035322,"114%","84.6%"
"25438",-59,0,6,1,7.16,1200,25438,4035263,"114%","84.6%"
"25685",-59,0,6,2,17.41,1200,25685,4035204,"114%","84.6%"
"26183",-59,0,4,6,13.33,1200,26183,4035145,"114%","84.6%"
"26489",-59,0,3,1,3.58,1200,26489,4035086,"114%","84.6%"
"26820",-59,0,7,5,16.33,1200,26820,4035027,"114%","84.6%"
"27617",-59,0,3,6,18.66,1200,27617,4034968,"114%","84.6%"
"27859",-59,0,3,9,17.5,1300,27859,4034909,"114%","84.6%"
"27865",-59,0,3,8,4.83,1200,27865,4034850,"114%","84.6%"
"29668",-59,0,3,6,12.16,1200,29668,4034791,"114%","84.6%"
"30286",-59,0,2,4,3.58,1100,30286,4034732,"114%","84.6%"
"30605",-59,0,5,3,10.5,1200,30605,4034673,"114%","84.6%"
"31167",-59,0,3,5,3.91,1200,31167,4034614,"114%","84.6%"
"31522",-59,0,NA,1,1.41,1200,31522,4034555,"114%","84.6%"
"31627",-59,1,5,9,3.5,1200,31627,4034496,"114%","84.6%"
"18",-60,0,NA,5,9.41,1200,18,4034436,"114%","84.6%"
"149",-60,0,3,7,5.91,1200,149,4034376,"114%","84.6%"
"295",-60,0,6,8,9,1200,295,4034316,"114%","84.6%"
"916",-60,0,NA,NA,8.5,1300,916,4034256,"114%","84.6%"
"1178",-60,1,2,8,5.33,1200,1178,4034196,"114%","84.6%"
"1300",-60,0,6,3,0.83,1200,1300,4034136,"114%","84.6%"
"1364",-60,0,4,3,1.41,1200,1364,4034076,"114%","84.6%"
"1880",-60,0,6,3,4.5,1200,1880,4034016,"114%","84.6%"
"1885",-60,0,7,5,4.91,1200,1885,4033956,"114%","84.6%"
"1899",-60,0,5,7,10.66,1200,1899,4033896,"114%","84.6%"
"2110",-60,0,6,4,18.66,1200,2110,4033836,"114%","84.6%"
"2612",-60,0,4,5,2.66,1200,2612,4033776,"114%","84.6%"
"2834",-60,0,5,6,1.75,1200,2834,4033716,"114%","84.6%"
"3152",-60,0,4,9,6.66,1200,3152,4033656,"114%","84.6%"
"3561",-60,0,6,1,9.83,1100,3561,4033596,"114%","84.6%"
"3864",-60,0,4,7,5,1200,3864,4033536,"114%","84.6%"
"4392",-60,0,4,7,24,1200,4392,4033476,"114%","84.6%"
"5234",-60,0,5,3,2.41,1200,5234,4033416,"114%","84.6%"
"5322",-60,0,3,3,10.16,1100,5322,4033356,"114%","84.6%"
"5541",-60,0,4,NA,6,1200,5541,4033296,"114%","84.7%"
"5734",-60,0,6,8,9.33,1200,5734,4033236,"114%","84.7%"
"7442",-60,0,NA,NA,4.25,1300,7442,4033176,"114%","84.7%"
"8500",-60,0,7,7,15.75,1200,8500,4033116,"114%","84.7%"
"8593",-60,0,NA,NA,3.75,1200,8593,4033056,"114%","84.7%"
"8811",-60,0,7,2,0.33,1100,8811,4032996,"114%","84.7%"
"10071",-60,0,5,9,11.41,1200,10071,4032936,"114%","84.7%"
"10152",-60,0,NA,NA,2.91,1200,10152,4032876,"114%","84.7%"
"10783",-60,0,NA,NA,32.25,1100,10783,4032816,"114%","84.7%"
"10972",-60,0,3,9,11.5,1200,10972,4032756,"114%","84.7%"
"11035",-60,0,NA,NA,2.83,1300,11035,4032696,"114%","84.7%"
"11612",-60,0,5,9,4.41,1300,11612,4032636,"114%","84.7%"
"11852",-60,0,NA,NA,8.16,1200,11852,4032576,"114%","84.7%"
"11982",-60,1,2,1,1.83,1100,11982,4032516,"114%","84.7%"
"12462",-60,0,3,5,3.83,1200,12462,4032456,"114%","84.7%"
"12665",-60,0,3,6,0.58,1200,12665,4032396,"114%","84.7%"
"12722",-60,0,6,6,30.08,1200,12722,4032336,"114%","84.7%"
"12884",-60,0,6,4,19.91,1100,12884,4032276,"114%","84.7%"
"12978",-60,0,NA,NA,7.5,1200,12978,4032216,"114%","84.7%"
"13007",-60,0,5,6,8,1100,13007,4032156,"114%","84.7%"
"13108",-60,0,4,6,2.25,1100,13108,4032096,"114%","84.7%"
"13127",-60,0,NA,NA,0.83,1200,13127,4032036,"114%","84.7%"
"13421",-60,0,NA,NA,6.58,1200,13421,4031976,"114%","84.7%"
"13556",-60,0,2,1,9.33,1200,13556,4031916,"114%","84.7%"
"14086",-60,0,6,6,9.16,1200,14086,4031856,"114%","84.7%"
"14156",-60,1,3,5,0.33,1200,14156,4031796,"114%","84.7%"
"14288",-60,0,3,8,12.91,1200,14288,4031736,"114%","84.7%"
"15359",-60,0,3,8,18.83,1200,15359,4031676,"114%","84.7%"
"15561",-60,0,NA,NA,2,1200,15561,4031616,"114%","84.7%"
"15648",-60,0,NA,NA,9.91,1200,15648,4031556,"114%","84.7%"
"15758",-60,0,NA,NA,9.16,1200,15758,4031496,"114%","84.7%"
"15793",-60,0,6,1,4.41,1200,15793,4031436,"114%","84.7%"
"15970",-60,0,5,5,23.5,1200,15970,4031376,"114%","84.7%"
"16243",-60,0,4,7,24,1200,16243,4031316,"114%","84.7%"
"17040",-60,0,NA,NA,12.25,1200,17040,4031256,"114%","84.7%"
"17348",-60,1,2,4,3.16,1200,17348,4031196,"114%","84.7%"
"17813",-60,0,6,1,1.91,1200,17813,4031136,"114%","84.7%"
"18075",-60,0,2,9,5.41,1200,18075,4031076,"114%","84.7%"
"18523",-60,0,4,6,8.25,1200,18523,4031016,"114%","84.8%"
"19051",-60,0,NA,NA,1.5,1200,19051,4030956,"114%","84.8%"
"19111",-60,0,4,3,11.83,1100,19111,4030896,"114%","84.8%"
"19275",-60,0,5,6,10.5,1200,19275,4030836,"114%","84.8%"
"19373",-60,0,4,7,21.25,1300,19373,4030776,"114%","84.8%"
"19432",-60,1,NA,NA,22.33,1200,19432,4030716,"114%","84.8%"
"19554",-60,0,4,7,7.66,1300,19554,4030656,"114%","84.8%"
"20704",-60,0,NA,NA,2,1200,20704,4030596,"114%","84.8%"
"20773",-60,0,4,6,7.91,1300,20773,4030536,"114%","84.8%"
"20835",-60,0,NA,NA,29.91,1200,20835,4030476,"114%","84.8%"
"21372",-60,0,6,6,5.16,1200,21372,4030416,"114%","84.8%"
"21738",-60,0,7,4,26.91,1100,21738,4030356,"114%","84.8%"
"22822",-60,0,5,9,14.08,1200,22822,4030296,"114%","84.8%"
"22906",-60,0,NA,NA,5.25,1200,22906,4030236,"114%","84.8%"
"23012",-60,0,4,6,18.91,1200,23012,4030176,"114%","84.8%"
"23134",-60,0,6,6,5.83,1200,23134,4030116,"114%","84.8%"
"23551",-60,0,NA,NA,4,1200,23551,4030056,"114%","84.8%"
"23586",-60,1,2,7,6.58,1200,23586,4029996,"114%","84.8%"
"24199",-60,1,3,8,9.66,1200,24199,4029936,"114%","84.8%"
"24363",-60,0,2,4,7.66,1200,24363,4029876,"114%","84.8%"
"24720",-60,0,2,6,5.25,1200,24720,4029816,"114%","84.8%"
"24785",-60,0,NA,NA,2,1300,24785,4029756,"114%","84.8%"
"25064",-60,0,5,1,3.16,1300,25064,4029696,"114%","84.8%"
"25071",-60,0,NA,NA,10.75,1300,25071,4029636,"114%","84.9%"
"25642",-60,0,NA,NA,20.66,1200,25642,4029576,"114%","84.9%"
"25985",-60,0,2,6,1.41,1200,25985,4029516,"114%","84.9%"
"26088",-60,0,6,3,9.08,1200,26088,4029456,"114%","84.9%"
"26497",-60,0,7,6,23.83,1200,26497,4029396,"114%","84.9%"
"26722",-60,0,2,1,4.75,1200,26722,4029336,"114%","84.9%"
"26838",-60,0,1,8,23.91,1200,26838,4029276,"114%","84.9%"
"27211",-60,0,NA,2,10.33,1200,27211,4029216,"114%","84.9%"
"27241",-60,0,3,4,4.83,1200,27241,4029156,"114%","84.9%"
"27413",-60,0,NA,NA,1.41,1200,27413,4029096,"114%","84.9%"
"27645",-60,0,NA,NA,4.33,1200,27645,4029036,"114%","84.9%"
"27678",-60,0,NA,NA,7.5,1200,27678,4028976,"114%","84.9%"
"27975",-60,0,NA,NA,4.25,1200,27975,4028916,"114%","84.9%"
"28055",-60,0,3,1,3.33,1200,28055,4028856,"114%","84.9%"
"28072",-60,0,6,4,29.41,1200,28072,4028796,"114%","84.9%"
"28431",-60,0,4,7,6.25,1200,28431,4028736,"114%","84.9%"
"28842",-60,0,7,6,13.75,1200,28842,4028676,"114%","84.9%"
"29360",-60,0,NA,NA,18.25,1200,29360,4028616,"114%","84.9%"
"29524",-60,0,NA,NA,4.66,1200,29524,4028556,"114%","85.0%"
"29836",-60,0,4,7,5.41,1200,29836,4028496,"114%","85.0%"
"30084",-60,0,6,6,13.66,1200,30084,4028436,"114%","85.0%"
"30468",-60,1,2,6,6.16,1200,30468,4028376,"114%","85.0%"
"30492",-60,0,NA,NA,4.33,1300,30492,4028316,"114%","85.0%"
"30902",-60,0,7,7,23.41,1200,30902,4028256,"114%","85.0%"
"30990",-60,0,5,3,9.08,1200,30990,4028196,"114%","85.0%"
"31023",-60,0,4,9,15.66,1200,31023,4028136,"114%","85.0%"
"31263",-60,0,NA,NA,2.33,1200,31263,4028076,"114%","85.0%"
"31618",-60,0,NA,NA,1.66,1200,31618,4028016,"114%","85.0%"
"5",-61,0,2,9,9.91,1200,5,4027955,"114%","85.0%"
"357",-61,0,5,3,18.58,1200,357,4027894,"114%","85.0%"
"368",-61,0,3,3,6.66,1100,368,4027833,"114%","85.0%"
"645",-61,0,2,4,12.41,1100,645,4027772,"114%","85.0%"
"738",-61,0,4,6,0.91,1100,738,4027711,"114%","85.0%"
"844",-61,0,7,1,26.25,1200,844,4027650,"114%","85.0%"
"1069",-61,0,6,4,31.25,1300,1069,4027589,"114%","85.0%"
"1778",-61,0,7,5,11.33,1200,1778,4027528,"114%","85.0%"
"1785",-61,0,NA,NA,4.25,1200,1785,4027467,"114%","85.0%"
"1995",-61,0,6,1,14.16,1100,1995,4027406,"114%","85.0%"
"2197",-61,0,2,5,3.33,1200,2197,4027345,"114%","85.0%"
"2618",-61,0,7,6,1.66,1200,2618,4027284,"114%","85.0%"
"2833",-61,0,4,8,3.5,1200,2833,4027223,"114%","85.0%"
"2864",-61,0,NA,NA,6.33,1200,2864,4027162,"114%","85.0%"
"3032",-61,0,NA,NA,23.58,1200,3032,4027101,"114%","85.0%"
"3201",-61,0,NA,6,4.41,1200,3201,4027040,"114%","85.0%"
"3296",-61,0,2,1,11.66,1300,3296,4026979,"114%","85.0%"
"3580",-61,0,6,4,32.16,1200,3580,4026918,"114%","85.0%"
"3804",-61,0,NA,3,5.83,1200,3804,4026857,"114%","85.0%"
"4201",-61,0,NA,3,11.5,1300,4201,4026796,"114%","85.0%"
"4398",-61,0,3,3,6,1200,4398,4026735,"114%","85.0%"
"5130",-61,0,6,NA,0.16,1100,5130,4026674,"114%","85.0%"
"5243",-61,0,5,6,0.33,1200,5243,4026613,"114%","85.0%"
"5521",-61,0,5,8,10,1200,5521,4026552,"114%","85.0%"
"5622",-61,0,4,5,9.91,1200,5622,4026491,"114%","85.0%"
"5935",-61,0,3,4,4.41,1200,5935,4026430,"114%","85.0%"
"5937",-61,0,2,6,1.08,1300,5937,4026369,"114%","85.0%"
"6445",-61,1,4,5,8.33,1300,6445,4026308,"114%","85.0%"
"6693",-61,0,2,1,0.25,1200,6693,4026247,"114%","85.0%"
"6703",-61,0,3,6,2.33,1200,6703,4026186,"114%","85.0%"
"7022",-61,0,3,8,0.91,1300,7022,4026125,"114%","85.0%"
"7047",-61,0,NA,NA,3.25,1200,7047,4026064,"114%","85.0%"
"7063",-61,0,NA,NA,0.41,1200,7063,4026003,"114%","85.0%"
"7104",-61,0,6,6,9.66,1200,7104,4025942,"114%","85.0%"
"7242",-61,0,NA,NA,4.66,1200,7242,4025881,"114%","85.0%"
"7657",-61,1,2,5,8.16,1200,7657,4025820,"114%","85.0%"
"7691",-61,0,NA,2,3.91,1200,7691,4025759,"114%","85.0%"
"8198",-61,0,5,6,24.16,1300,8198,4025698,"114%","85.0%"
"8231",-61,0,4,3,7.5,1200,8231,4025637,"114%","85.0%"
"8361",-61,0,3,1,11.58,1200,8361,4025576,"114%","85.0%"
"8473",-61,0,5,1,1.83,1300,8473,4025515,"114%","85.0%"
"8555",-61,0,4,7,0.75,1200,8555,4025454,"114%","85.0%"
"8652",-61,0,4,4,28.58,1200,8652,4025393,"114%","85.0%"
"9143",-61,1,4,8,11.08,1200,9143,4025332,"114%","85.0%"
"9163",-61,0,4,3,6.08,1200,9163,4025271,"114%","85.1%"
"9483",-61,0,3,2,2.66,1200,9483,4025210,"114%","85.1%"
"9844",-61,0,3,4,5.33,1200,9844,4025149,"114%","85.1%"
"10181",-61,0,6,NA,16.33,1300,10181,4025088,"114%","85.1%"
"10222",-61,0,4,6,12.75,1200,10222,4025027,"114%","85.1%"
"10370",-61,0,NA,NA,1.33,1200,10370,4024966,"114%","85.1%"
"10433",-61,1,2,1,4.33,1200,10433,4024905,"114%","85.1%"
"10698",-61,1,4,9,27.91,1200,10698,4024844,"114%","85.1%"
"11340",-61,0,5,4,7.5,1200,11340,4024783,"114%","85.1%"
"12275",-61,0,4,6,7.91,1100,12275,4024722,"114%","85.1%"
"12749",-61,0,1,5,4.33,1200,12749,4024661,"114%","85.1%"
"12929",-61,0,NA,NA,3.41,1200,12929,4024600,"114%","85.1%"
"13012",-61,1,4,9,7.91,1200,13012,4024539,"114%","85.1%"
"13023",-61,0,6,5,27.91,1200,13023,4024478,"114%","85.1%"
"13093",-61,0,NA,NA,13.41,1200,13093,4024417,"114%","85.1%"
"13382",-61,0,NA,NA,0.58,1200,13382,4024356,"114%","85.1%"
"13672",-61,1,2,9,4.16,1200,13672,4024295,"114%","85.1%"
"13685",-61,0,NA,NA,7.83,1100,13685,4024234,"114%","85.1%"
"13835",-61,0,5,4,3.58,1300,13835,4024173,"114%","85.1%"
"14585",-61,0,NA,NA,6,1300,14585,4024112,"114%","85.1%"
"14943",-61,0,2,3,9.16,1200,14943,4024051,"114%","85.1%"
"15115",-61,0,3,6,17,1200,15115,4023990,"114%","85.1%"
"15149",-61,0,NA,NA,13,1100,15149,4023929,"114%","85.1%"
"15516",-61,0,2,4,3.91,1200,15516,4023868,"114%","85.1%"
"15599",-61,0,6,4,3.83,1300,15599,4023807,"114%","85.1%"
"15713",-61,0,4,9,6.41,1200,15713,4023746,"114%","85.1%"
"15756",-61,0,5,3,6.16,1200,15756,4023685,"114%","85.1%"
"15915",-61,0,6,6,14.66,1100,15915,4023624,"114%","85.1%"
"15992",-61,0,5,6,17.66,1200,15992,4023563,"114%","85.1%"
"16625",-61,0,NA,NA,3.83,1200,16625,4023502,"114%","85.1%"
"16809",-61,0,3,9,5,1200,16809,4023441,"114%","85.1%"
"17033",-61,0,3,3,5.41,1200,17033,4023380,"114%","85.1%"
"17405",-61,0,6,5,34.5,1300,17405,4023319,"114%","85.1%"
"17454",-61,0,2,NA,6.66,1200,17454,4023258,"114%","85.1%"
"17877",-61,0,1,9,6.16,1300,17877,4023197,"114%","85.1%"
"17978",-61,0,5,6,5.58,1200,17978,4023136,"114%","85.1%"
"18084",-61,1,3,2,6,1200,18084,4023075,"114%","85.2%"
"18292",-61,0,4,9,12.58,1200,18292,4023014,"114%","85.2%"
"18325",-61,0,6,5,10.5,1200,18325,4022953,"114%","85.2%"
"18807",-61,0,5,6,38.08,1100,18807,4022892,"114%","85.2%"
"19643",-61,0,NA,NA,5,1200,19643,4022831,"114%","85.2%"
